hypothesis_id,word,language,sense_from,sense_to,drift_type,drift_year,proposed_trigger,trigger_date,trigger_category,wikidata_qid,evidence_types,confidence,source_urls,source_titles,attributed_to,date
hyp-owid-dauerdienstreise,Dauerdienstreise,de,,permanent work assignment at employee's residence for financial compensation,Neologism,2014,corporate travel policy changes,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408087,OWID Neologismenwoerterbuch: Dauerdienstreise,curator-owid,2026-05-23
hyp-owid-day-spa,Day-Spa,de,,short-term wellness facility offering relaxation treatments,Neologism,2004,wellness industry growth,2004,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/318181,OWID Neologismenwoerterbuch: Day-Spa,curator-owid,2026-05-23
hyp-owid-de-mail,De-Mail,de,,secure email service for registered users,Neologism,2004,secure email service,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/402121,OWID Neologismenwoerterbuch: De-Mail,curator-owid,2026-05-23
hyp-owid-deckenfluter,Deckenfluter,de,,ceiling-mounted lighting fixture with adjustable arm,Neologism,1995,modern home lighting trends,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/403668,OWID Neologismenwoerterbuch: Deckenfluter,curator-owid,2026-05-23
hyp-owid-demenzgarten,Demenzgarten,de,,garden designed for dementia patients,Neologism,2004,dementia care facilities,2004,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401456,OWID Neologismenwoerterbuch: Demenzgarten,curator-owid,2026-05-23
hyp-owid-demografiestrategie,Demografiestrategie,de,,policy measures addressing demographic trends,Neologism,2014,population policy,2014,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408345,OWID Neologismenwoerterbuch: Demografiestrategie,curator-owid,2026-05-23
hyp-owid-den-ball-flach-halten,den Ball flach halten,de,,to remain calm and unexcited,Metaphorization,1995,idiomatic expression,1995,Linguistic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401150,OWID Neologismenwoerterbuch: den Ball flach halten,curator-owid,2026-05-23
hyp-owid-den-x-name-einer-person-machen,den X [Name einer Person] machen,de,,to imitate a prominent person's behavior,Metaphorization,1995,celebrity behavior imitation,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401184,OWID Neologismenwoerterbuch: den X [Name einer Person] machen,curator-owid,2026-05-23
hyp-owid-desasterplan,Desasterplan,de,,genetically selected embryo child,Neologism,1995,genetic engineering,1995,Scientific,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408508,OWID Neologismenwoerterbuch: Desasterplan,curator-owid,2026-05-23
hyp-owid-destroyed-jeans,Destroyed Jeans,de,,jeans intentionally designed with deliberate damage for aesthetic purposes,Neologism,2014,fashion trends,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407537,OWID Neologismenwoerterbuch: Destroyed Jeans,curator-owid,2026-05-23
hyp-owid-deutschlandkoalition,Deutschlandkoalition,de,,"three-party coalition government of CDU, SPD, and FDP",Neologism,2005,German federal politics,2005,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408574,OWID Neologismenwoerterbuch: Deutschlandkoalition,curator-owid,2026-05-23
hyp-owid-deutschlandstipendium,Deutschlandstipendium,de,,merit-based scholarship funded by public and private sources,Neologism,2014,higher education reform,2014,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408088,OWID Neologismenwoerterbuch: Deutschlandstipendium,curator-owid,2026-05-23
hyp-owid-dezemberfieber,Dezemberfieber,de,,impulse to spend remaining budget at year-end,Metaphorization,1995,public finance practices,1995,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/178425,OWID Neologismenwoerterbuch: Dezemberfieber,curator-owid,2026-05-23
hyp-owid-diakoniekirche,Diakoniekirche,de,,church repurposed for social services,Narrowing,2004,religious institution transformation,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317792,OWID Neologismenwoerterbuch: Diakoniekirche,curator-owid,2026-05-23
hyp-owid-dialer,Dialer,de,,Program that establishes a costly phone connection for internet access,Broadening,2004,internet service providers,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316397,OWID Neologismenwoerterbuch: Dialer,curator-owid,2026-05-23
hyp-owid-diamantbestattung,Diamantbestattung,de,,Burial method involving diamond creation from ashes,Neologism,2004,modern funeral practices,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317645,OWID Neologismenwoerterbuch: Diamantbestattung,curator-owid,2026-05-23
hyp-owid-die-arschkarte-ziehen,die Arschkarte ziehen,de,,Metaphorical expression for ending up in a bad situation,Metaphorization,1995,slang usage,1995,Linguistic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401142,OWID Neologismenwoerterbuch: die Arschkarte ziehen,curator-owid,2026-05-23
hyp-owid-die-welle-machen,die Welle machen,de,,Action of creating a stadium wave,Metaphorization,1995,sports stadium culture,1995,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401201,OWID Neologismenwoerterbuch: die Welle machen,curator-owid,2026-05-23
hyp-owid-dieselaffare,Dieselaffäre,de,,Scandal involving diesel emissions manipulation,Neologism,2014,Diesel emissions scandal,2014,Legal,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408442,OWID Neologismenwoerterbuch: Dieselaffäre,curator-owid,2026-05-23
hyp-owid-dieselgate,Dieselgate,de,,scandal involving diesel engine emissions fraud,Neologism,2014,Volkswagen emissions scandal,2014,Environmental,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408192,OWID Neologismenwoerterbuch: Dieselgate,curator-owid,2026-05-23
hyp-owid-dieselkrise,Dieselkrise,de,,diesel emissions fraud-induced crisis,Neologism,2014,Volkswagen emissions scandal,2014,Environmental,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408191,OWID Neologismenwoerterbuch: Dieselkrise,curator-owid,2026-05-23
hyp-owid-dieselskandal,Dieselskandal,de,,scandal over diesel engine emissions fraud,Neologism,2014,Volkswagen emissions scandal,2014,Environmental,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408193,OWID Neologismenwoerterbuch: Dieselskandal,curator-owid,2026-05-23
hyp-owid-digicam,Digicam,de,,digital camera storing images digitally,Neologism,1995,digital photography era,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/315690,OWID Neologismenwoerterbuch: Digicam,curator-owid,2026-05-23
hyp-owid-digital-detox,Digital Detox,de,,conscious reduction of digital media use,Neologism,2014,digital overuse awareness,2014,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407850,OWID Neologismenwoerterbuch: Digital Detox,curator-owid,2026-05-23
hyp-owid-digital-entgiften,digital entgiften,de,,to consciously detox from digital/social media,Metaphorization,2014,digital detox movement,2014,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408264,OWID Neologismenwoerterbuch: digital entgiften,curator-owid,2026-05-23
hyp-owid-digital-native,Digital Native,de,,person fluent in digital technologies from early exposure,Neologism,2004,digital technology proliferation,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317853,OWID Neologismenwoerterbuch: Digital Native,curator-owid,2026-05-23
hyp-owid-digital-wellbeing,Digital Wellbeing,de,,well-being through reduced screen time,Neologism,2014,digital wellness movement,2014,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408617,OWID Neologismenwoerterbuch: Digital Wellbeing,curator-owid,2026-05-23
hyp-owid-digitalabonnent,Digitalabonnent,de,,subscriber to digital print media versions,Neologism,2014,digital media transition,2014,Media,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408142,OWID Neologismenwoerterbuch: Digitalabonnent,curator-owid,2026-05-23
hyp-owid-digitalchef,Digitalchef,de,,chief digital officer in a company,Neologism,2014,digital transformation in business,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408246,OWID Neologismenwoerterbuch: Digitalchef,curator-owid,2026-05-23
hyp-owid-digitalfernsehen,Digitalfernsehen,de,,digitally encoded television transmission format,Neologism,1995,digital TV development,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/173096,OWID Neologismenwoerterbuch: Digitalfernsehen,curator-owid,2026-05-23
hyp-owid-faktor,[...]faktor,de,,cultural factor in fun society discourse,Broadening,1995,Spaßgesellschaft movement,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404099,OWID Neologismenwoerterbuch: [...]faktor,curator-owid,2026-05-23
hyp-owid-fasten,[...]fasten,de,,secular voluntary abstinence practice,Broadening,1995,1990s secularization trends,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404100,OWID Neologismenwoerterbuch: [...]fasten,curator-owid,2026-05-23
hyp-owid-gefallt-mir-button,"""Gefällt mir""-Button",de,,social media 'like' button,Neologism,2014,social media,2004,Media,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/403641,"OWID Neologismenwoerterbuch: ""Gefällt mir""-Button",curator-owid,2026-05-23
hyp-owid-holic,[...]holic,de,,someone intensely obsessed with a non-substance-related activity,Neologism,1995,internet culture,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404060,OWID Neologismenwoerterbuch: [...]holic,curator-owid,2026-05-23
hyp-owid-holiker,[...]holiker,de,,someone intensely obsessed with a non-substance-related activity,Neologism,2004,digital age,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404061,OWID Neologismenwoerterbuch: [...]holiker,curator-owid,2026-05-23
hyp-owid-jemandem-latte-sein,(jemandem) latte sein,de,,to be completely indifferent to something,Metaphorization,2004,youth slang,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/402639,OWID Neologismenwoerterbuch: (jemandem) latte sein,curator-owid,2026-05-23
hyp-owid-junkie,[...]junkie,de,,someone intensely obsessed with a non-drug-related activity,Broadening,1995,internet culture,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404280,OWID Neologismenwoerterbuch: [...]junkie,curator-owid,2026-05-23
hyp-paisley-town,paisley,en,"of or from Paisley, a town in southwest Scotland where the patterned cloth was made","the curved, teardrop-shaped figured pattern (and cloth bearing it) produced at Paisley",Metonymization,,"Shawl production at Paisley, Scotland",1834,Commercial,Q211870,LexicographicNote,0.85,https://www.etymonline.com/word/paisley,Online Etymology Dictionary -- paisley,curator,2026-05-23
hyp-panic-pan,panic,en,"of or pertaining to the god Pan; the sudden, contagious fear that Pan was held to cause in flocks, herds, and people in wild or lonely places","a sudden overpowering fright, often without clear cause and spreading through a crowd; an extreme uncontrolled anxiety",Metaphorization,,Greek myth of the god Pan and 'panic' fear,1600,Cultural,,LexicographicNote,0.85,https://www.etymonline.com/word/panic,Online Etymology Dictionary -- panic,curator,2026-05-23
hyp-pascal-unit-pressure,pascal,en,the surname of the French mathematician and physicist Blaise Pascal,"the SI unit of pressure, equal to one newton per square metre",Metonymization,,Pascal's work on hydrostatics and pressure,1648,Technology,Q1290,LexicographicNote,0.9,https://en.wikipedia.org/wiki/Pascal_(unit),Pascal (unit) -- Wikipedia,curator,2026-05-23
hyp-pasteurize-heat,pasteurize,en,derived from the surname of the French chemist and microbiologist Louis Pasteur,to heat a food or drink to a controlled temperature for a set time to destroy pathogens without changing it much; a routine word in dairy and food processing,Metonymization,,Pasteur develops controlled heat treatment of liquids,1864,Technology,Q529,LexicographicNote,0.9,https://www.etymonline.com/word/pasteurize,pasteurize -- Online Etymology Dictionary,curator,2026-05-23
hyp-pfaffe-reformation,Pfaffe,de,a secular cleric; a (Roman Catholic) priest; neutral occupational term for a member of the clergy,"a priest or clergyman (contemptuous); a disparaging designation for a cleric seen as worldly, corrupt, or meddlesome",Pejoration,,Protestant Reformation in the German lands,1517,Cultural,Q12562,LexicographicNote,0.8,https://www.dwds.de/wb/Pfaffe,DWDS -- Pfaffe,curator,2026-05-23
hyp-philippic-demosthenes,philippic,en,"one of the orations of Demosthenes against Philip II of Macedon, or of Cicero against Mark Antony in imitation of them",a bitter verbal attack or denunciation; an impassioned invective speech,Metonymization,,Demosthenes' Philippics against Philip II (from 351 BC),0351,Political,Q117253,LexicographicNote,0.85,https://www.etymonline.com/word/philippic,Online Etymology Dictionary -- philippic,curator,2026-05-23
hyp-philister-studentensprache,Philister,de,"a member of the Philistines, the Biblical people of the coastal plain who fought the Israelites","in student slang, a townsman or non-student; hence a narrow-minded, unintellectual, complacently materialistic person",Pejoration,,"German university student slang, late 17th century",1693,Cultural,,LexicographicNote,0.75,https://www.dwds.de/wb/Philister,DWDS -- Philister,curator,2026-05-23
hyp-pretty-bleaching,pretty,en,"cunning, crafty, wily; (later) clever, skilful, ingenious (Old English praettig, from praett 'a trick')","as an adverb: to a fair or moderate degree; fairly, rather, moderately (a downtoner, as in 'pretty good')",Broadening,,Bleaching of a degree adverb into a downtoner,1565,Cultural,,LexicographicNote,0.6,https://www.etymonline.com/word/pretty,Etymonline - pretty (adj.),curator,2026-05-23
hyp-procrustean-procrustes,procrustean,en,"of or relating to Procrustes, who tied travellers to a bed and stretched or amputated them to fit it","tending to produce conformity by violent or arbitrary means; forcing things to fit a rigid, uniform standard regardless of their nature",Metaphorization,,"Procrustes, the bed-stretcher of Greek myth",1822,Cultural,Q271949,LexicographicNote,0.85,https://www.etymonline.com/word/procrustean,Online Etymology Dictionary -- Procrustean,curator,2026-05-23
hyp-proletariat-sozialismus,Proletariat,de,"the propertyless lowest census class of ancient Rome, contributing nothing to the state but offspring",the modern industrial working class that owns no means of production and lives by selling its labour; a collective political subject,Amelioration,,1840s socialist movement and the Communist Manifesto (1848),1840,Political,,LexicographicNote,0.75,https://www.dwds.de/wb/Proletariat,DWDS -- Proletariat,curator,2026-05-23
hyp-propaganda-congregatio,Propaganda,de,the propagation of (the Catholic) faith; the spreading of doctrines or beliefs; a neutral term for dissemination,biased or misleading information used to promote a political cause or point of view; manipulative mass persuasion,Pejoration,,Founding of the Congregatio de Propaganda Fide,1622,Cultural,Q386359,LexicographicNote,0.8,https://www.etymonline.com/word/propaganda,etymonline -- propaganda,curator,2026-05-23
hyp-protean-proteus,protean,en,of or pertaining to the Greek sea-god Proteus,"readily assuming different shapes or forms; exceedingly variable, versatile, and adaptable",Metaphorization,,"Proteus, the shape-shifting sea-god",1590,Cultural,Q191481,LexicographicNote,0.85,https://www.etymonline.com/word/protean,Online Etymology Dictionary -- Protean,curator,2026-05-23
hyp-quarantaene-venice,Quarantaene,de,"a span of forty days; a generic count of forty (Italian quarantina, from quaranta '40')","enforced isolation of persons, ships, or goods to prevent the spread of contagious disease",Narrowing,,Venetian and Ragusan plague isolation regime,1377,Pandemic,,LexicographicNote,0.85,https://www.dwds.de/wb/Quarant%C3%A4ne,DWDS -- Quarantaene,curator,2026-05-23
hyp-queer-nation,queer,en,derogatory slur targeting homosexual or gender-nonconforming people,"umbrella term for non-heterosexual and non-cisgender identities, reclaimed as neutral or positive by the LGBTQ+ community",Amelioration; Reappropriation,,Queer Nation and ACT UP activist reappropriation,1990,Political,Q5687582,LexicographicNote; Speculative,0.9,https://www.oed.com/dictionary/queer_adj | https://en.wikipedia.org/wiki/Queer,"Oxford English Dictionary - queer, adj. | Queer - Wikipedia",curator,2026-05-23
hyp-querdenker-711,Querdenker,de,a creative non-conformist; someone who thinks outside conventional lines,a participant in anti-lockdown / COVID-conspiracy protests,Pejoration,2020,Querdenken 711 protest movement,2020,Political,Q115500066,FrequencyCorrelation; ScholarlyAttestation,0.9,https://de.wikipedia.org/wiki/Querdenken | https://www.dwds.de/r/plot,Querdenken - Wikipedia (Abschnitt 'Querdenker als Bezeichnung') | DWDS Wortverlaufskurve (BBAW),curator,2026-05-23
hyp-querdenker-covid,Querdenker,de,a creative non-conformist; someone who thinks outside conventional lines,a participant in anti-lockdown / COVID-conspiracy protests,Pejoration,2020,COVID-19 pandemic,2020,Pandemic,Q81068910,Speculative,0.5,https://de.wikipedia.org/wiki/Querdenken,Querdenken - Wikipedia (Abschnitt 'Querdenker als Bezeichnung'),curator,2026-05-23
hyp-quisling-invasion,quisling,en,"the surname of Vidkun Quisling (1887-1945), Norwegian politician who collaborated with Nazi Germany",a traitor who collaborates with an occupying enemy power; a fifth columnist,Metonymization,,German invasion of Norway and Quisling's coup attempt,1940,Political,Q151364,LexicographicNote,0.9,https://www.etymonline.com/word/quisling,Online Etymology Dictionary -- quisling,curator,2026-05-23
hyp-quixotic-cervantes,quixotic,en,"of or relating to Don Quixote, the deluded knight-errant of Cervantes' novel",extravagantly idealistic and unrealistic; pursuing lofty but impractical goals,Metaphorization,,Publication of Cervantes' Don Quixote,1605,Cultural,Q480,LexicographicNote,0.85,https://www.etymonline.com/word/quixotic,etymonline -- quixotic,curator,2026-05-23
hyp-robot-rur,robot,en,"an artificial manufactured person or humanoid worker, as in Capek's play R.U.R.","any automated machine or autonomous device that performs tasks, often programmable",Broadening,,Coining of 'robot' in Karel Capek's play R.U.R.,1920,Cultural,Q1164094,LexicographicNote,0.85,https://www.etymonline.com/word/robot,Online Etymology Dictionary -- robot,curator,2026-05-23
hyp-roentgen-discovery,Roentgen,de,surname of the physicist Wilhelm Conrad Roentgen (1845-1923),"the X-rays discovered by Roentgen; by extension X-ray imaging and the act of taking such an image (German 'roentgen', verb)",Metonymization,,Roentgen's discovery of X-rays at Wuerzburg,1895,Technology,Q35149,LexicographicNote,0.9,https://de.wikipedia.org/wiki/Wilhelm_Conrad_R%C3%B6ntgen,Wilhelm Conrad Roentgen -- Wikipedia,curator,2026-05-23
hyp-rugby-school,rugby,en,"Rugby School, the public school in Warwickshire where the handling game of football developed","the football code played by handling and carrying an oval ball, with tackling and scrummaging",Metonymization,,Handling code at Rugby School,1823,Cultural,Q1143281,LexicographicNote,0.8,https://www.etymonline.com/word/rugby,Online Etymology Dictionary -- rugby,curator,2026-05-23
hyp-sabotage-cgt,sabotage,en,the deliberate slowing or bungling of work by labourers as an industrial weapon,"any deliberate destruction, obstruction, or undermining of an effort, machine, or cause",Broadening,,French syndicalist promotion of 'sabotage' as industrial action,1910,Political,,LexicographicNote,0.75,https://www.etymonline.com/word/sabotage,Online Etymology Dictionary -- sabotage,curator,2026-05-23
hyp-sadism-sade,sadism,en,"derived from the surname of the French author Donatien Alphonse Francois, Marquis de Sade","the deriving of pleasure, especially sexual gratification, from inflicting pain or cruelty on others",Metonymization,,The novels of the Marquis de Sade,1791,Cultural,Q123867,LexicographicNote,0.9,https://www.etymonline.com/word/sadism,sadism -- Online Etymology Dictionary,curator,2026-05-23
hyp-salvage-marinelaw,salvage,en,payment or compensation due to those who save a ship or its cargo from loss at sea; a maritime-law term,"the act of saving goods or usable material from wreckage, fire, or waste; figuratively, to rescue something from failure or loss",Broadening,,Marine insurance and salvage law,1680,Commercial,,LexicographicNote,0.6,https://www.etymonline.com/word/salvage,Etymonline -- salvage,curator,2026-05-24
hyp-sandwich-earl,sandwich,en,"the title of John Montagu, 4th Earl of Sandwich, an English nobleman","two or more slices of bread with a filling between them, eaten as a light meal",Metonymization,,"John Montagu, 4th Earl of Sandwich, popularises bread-and-filling meals",1762,Cultural,,LexicographicNote,0.85,https://www.etymonline.com/word/sandwich,etymonline -- sandwich,curator,2026-05-23
hyp-sardonic-sardinia,sardonic,en,"of forced or bitter laughter not proceeding from real gaiety; a grim, scornful grin","of a person or manner: bitterly ironical, sarcastic, mocking",Metonymization,,Belief in a Sardinian plant causing a fatal grin,1630,Cultural,Q1462,LexicographicNote,0.65,https://www.etymonline.com/word/sardonic,Online Etymology Dictionary -- sardonic,curator,2026-05-23
hyp-saturnine-saturn,saturnine,en,born under or governed by the planet Saturn,"gloomy, morose, sluggish, grave; of a cold and saturnine temperament not readily made cheerful",Metaphorization,,Astrological temperament of those born under Saturn,1450,Cultural,,LexicographicNote,0.85,https://www.etymonline.com/word/saturnine,Online Etymology Dictionary -- saturnine,curator,2026-05-23
hyp-saxophone-patent,saxophone,en,formed from the surname of the Belgian instrument maker Adolphe Sax plus the Greek element -phone 'sound',a single-reed woodwind instrument with a conical brass body; an everyday word central to jazz and popular music,Metonymization,,Sax patents the saxophone,1846,Technology,Q181995,LexicographicNote,0.9,https://www.etymonline.com/word/saxophone,saxophone -- Online Etymology Dictionary,curator,2026-05-23
hyp-schuetzengraben-wwi,Schuetzengraben,de,a defensive trench dug to shelter and conceal riflemen; a fieldwork fortification term,"the emblematic trench of the First World War; figuratively, an entrenched and irreconcilable position in a conflict",Metaphorization,,First World War trench warfare on the Western Front 1914-1918,1914,Political,Q361,LexicographicNote,0.7,https://www.dwds.de/wb/Schützengraben,DWDS -- Schuetzengraben,curator,2026-05-23
hyp-schwul-stonewall,schwul,de,"homosexual (of a man), used contemptuously; a derogatory designation",gay: a neutral or positive self-identifier for homosexual men after reappropriation,Amelioration; Reappropriation,,Stonewall Riots and gay liberation movement,1969,Political,Q51402,LexicographicNote; Speculative,0.8,https://www.dwds.de/wb/schwul | https://de.wikipedia.org/wiki/Schwul,DWDS - schwul | Schwul - Wikipedia,curator,2026-05-23
hyp-schwurbler-covid,Schwurbler,de,"someone who speaks or writes in an incoherent, muddled, or verbose manner",a conspiracy theorist; specifically someone spreading anti-vaccination or COVID-denying pseudoscience; a COVID sceptic or far-right health-freedom activist,Narrowing,2020,COVID-19 pandemic and Querdenken protests in Germany,2020,Pandemic,Q81068910,LexicographicNote,0.8,https://de.wiktionary.org/wiki/Schwurbler,Wiktionary -- Schwurbler,curator,2026-05-23
hyp-sherry-jerez,sherry,en,"wine of Xeres (Spanish 'vino de Xeres'), borrowed into English as 'sherris'",a fortified white wine from the Jerez region of Spain; the singular 'sherry' back-formed from 'sherris',Metonymization,,Wine of Xeres (Jerez de la Frontera),1600,Commercial,Q12303,LexicographicNote,0.85,https://www.etymonline.com/word/sherry,Online Etymology Dictionary -- sherry,curator,2026-05-23
hyp-shrapnel-shell,shrapnel,en,the spherical case shot named after its inventor Henry Shrapnel: a shell packed with bullets that bursts in mid-air,"fragments thrown out by any exploding shell, bomb, or device; loosely, any small flying debris from an explosion",Broadening,,Shrapnel develops the bursting case shot,1784,Technology,Q941215,LexicographicNote,0.85,https://www.etymonline.com/word/shrapnel,shrapnel -- Online Etymology Dictionary,curator,2026-05-23
hyp-sick-slang,sick,en,"ill, unwell, affected by disease; (also, later) morally disturbing, perverse, in poor taste","(slang) excellent, impressive, awesome; remarkably good or skilful",Amelioration,,Youth-culture slang reversal of a negative term,1980,Cultural,,Speculative,0.55,https://www.merriam-webster.com/dictionary/sick,Merriam-Webster - sick,curator,2026-05-23
hyp-silhouette-minister,silhouette,en,"the surname of Etienne de Silhouette, French controller-general of finances in 1759, associated with cheap, austere economy",a dark profile portrait or outline shape filled in with a solid colour; the outline of an object seen against lighter background,Metonymization,,Tenure of Etienne de Silhouette as controller-general of finances,1759,Cultural,Q290240,LexicographicNote,0.85,https://www.etymonline.com/word/silhouette,etymonline -- silhouette,curator,2026-05-23
hyp-siren-sirens,siren,en,one of the mythical sea-nymphs whose singing lured sailors to their destruction,"a woman or thing that sings sweetly and charms, dangerously alluring or seductive",Metaphorization,,The Sirens of Greek myth,1580,Cultural,Q150986,LexicographicNote,0.85,https://www.etymonline.com/word/siren,Online Etymology Dictionary -- siren,curator,2026-05-23
hyp-slop-genai,slop,en,"watery mud, slush, or spilled liquid; unappetising semi-liquid food, especially pig swill or poor-quality fare","low-quality, mass-produced digital content of little value, especially text or images churned out by generative AI",Metaphorization,,Proliferation of generative AI content,2022,Technology,Q115564437,LexicographicNote,0.8,https://en.wikipedia.org/wiki/AI_slop,AI slop -- Wikipedia,curator,2026-05-24
hyp-sophisticated-revaluation,sophisticated,en,"adulterated, falsified, tampered with; mixed with a foreign or inferior substance; no longer pure or genuine","refined, cultured, worldly-wise; free of naivety; (of a system or device) complex, advanced, highly developed",Amelioration,,Revaluation of worldliness from corruption to refinement,1895,Cultural,,LexicographicNote,0.6,https://www.etymonline.com/word/sophisticated,Etymonline - sophisticated (adj.),curator,2026-05-23
hyp-spa-town,spa,en,"the town of Spa in the Ardennes (modern Belgium), renowned for its curative mineral springs","any mineral spring or resort, health establishment, or bathing facility offering such waters or treatments",Metonymization,,Fame of Spa's mineral springs,1620,Commercial,Q39865,LexicographicNote,0.8,https://www.etymonline.com/word/spa,Online Etymology Dictionary -- spa,curator,2026-05-23
hyp-spam-montypython,spam,en,SPAM: Hormel Foods brand name for a canned cooked pork product,"unsolicited bulk messages, especially commercial email; unwanted repetitive online content",Metonymization,1993,Monty Python's Flying Circus 'Spam' sketch (1970),1970,Cultural,Q1777591,LexicographicNote,0.92,https://www.etymonline.com/word/spam,Etymonline - spam (n.),curator,2026-05-23
hyp-spam-usenet,spam,en,SPAM: Hormel Foods brand name for a canned cooked pork product,"unsolicited bulk messages, especially commercial email; unwanted repetitive online content",Metonymization,1993,Usenet bulk posting incidents (early 1990s),1993,Technology,,Speculative,0.5,https://en.wikipedia.org/wiki/History_of_email_spam,History of email spam - Wikipedia,curator,2026-05-23
hyp-spartan-sparta,spartan,en,of or belonging to Sparta or its citizens in ancient Greece,"marked by austerity, severe self-discipline, frugality, and the avoidance of comfort or luxury",Metonymization,,Reputation of Spartan austerity,1640,Cultural,,LexicographicNote,0.85,https://www.etymonline.com/word/spartan,Online Etymology Dictionary -- spartan,curator,2026-05-23
hyp-spiegeln-ftp,spiegeln,de,to reflect (as in a mirror); to mirror or be reflected,to mirror data: to maintain an identical synchronised copy of files on another server or disk,Metaphorization,,rise of internet FTP mirror sites,1991,Technology,,LexicographicNote,0.72,https://www.dwds.de/wb/spiegeln | https://www.duden.de/rechtschreibung/spiegeln,DWDS - spiegeln | Duden - spiegeln,curator,2026-05-23
hyp-spiesser-buergerkritik,Spiesser,de,"a townsman serving in the civic militia, armed with a pike; a full citizen of a medieval or early-modern town","a narrow-minded, conventional, philistine person; a smug conformist hostile to anything unfamiliar",Pejoration,,Student slang and 19th c. critique of the bourgeoisie,1840,Cultural,,LexicographicNote,0.7,https://www.dwds.de/wb/Spie%C3%9Fer,DWDS -- Spiesser,curator,2026-05-23
hyp-stan-eminem,stan,en,"the obsessive, ultimately violent fan in Eminem's 2000 song 'Stan' (proper name)",an overzealous or obsessive fan; (verb) to be an enthusiastic and devoted fan of someone,Broadening,2008,Eminem's song 'Stan' (2000),2000,Media,Q312122,LexicographicNote,0.85,https://www.merriam-webster.com/dictionary/stan,Merriam-Webster - stan,curator,2026-05-23
hyp-stentorian-stentor,stentorian,en,"of or like Stentor, the loud-voiced herald of the Greeks in Homer's Iliad","of a voice: extremely loud, powerful, and resonant",Metaphorization,,"Stentor, the loud-voiced herald of Homer's Iliad",1600,Cultural,,LexicographicNote,0.85,https://www.etymonline.com/word/stentorian,Online Etymology Dictionary -- stentorian,curator,2026-05-23
hyp-stream-services,stream,en,"a small flowing body of water; a continuous flow of liquid, air, or people",to transmit or receive audio or video as a continuous flow over the internet for real-time playback without prior download,Metaphorization,,rise of broadband streaming media services,2005,Technology,Q866,LexicographicNote,0.85,https://www.etymonline.com/word/stream | https://www.oed.com/dictionary/stream_v,"Etymonline - stream (v.) | Oxford English Dictionary - stream, v.",curator,2026-05-23
hyp-streamen-services,streamen,de,to transmit data as a continuous flow (technical computing sense),to stream: to play audio or video as a continuous online flow without prior download,Metaphorization,,rise of broadband streaming media services,2005,Technology,Q866,LexicographicNote,0.85,https://www.dwds.de/wb/streamen | https://www.duden.de/rechtschreibung/streamen,DWDS - streamen | Duden - streamen,curator,2026-05-23
hyp-streik-arbeiterbewegung,Streik,de,"an early loan from English 'strike', a stoppage or refusal of work, not yet a fixed German technical term",an organised collective stoppage of work by employees to enforce demands; the central instrument of the labour movement,Narrowing,,"German labour movement and trade unions, 1860s-1870s",1865,Political,,LexicographicNote,0.7,https://www.dwds.de/wb/Streik,DWDS -- Streik,curator,2026-05-23
